"X1","ids_lookup","sunburst_wheel","ids","selector","labels","risk","titles","parents","values","node","element","link"
482,"Tc<sup>c</sup>_2",2,"Tc<sup>c</sup>","Cromer - none","Tc<sup>c</sup>","None - ""no published reports of association with HDFN""","Tc<sup>c</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
483,"Dr<sup>a</sup>_2",2,"Dr<sup>a</sup>","Cromer - none","Dr<sup>a</sup>","None - ""no published reports of association with HDFN""","Dr<sup>a</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
484,"Es<sup>a</sup>_2",2,"Es<sup>a</sup>","Cromer - none","Es<sup>a</sup>","None - ""no published reports of association with HDFN""","Es<sup>a</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
485,"IFC_2",2,"IFC","Cromer - none","IFC","None - ""no published reports of association with HDFN""","IFC","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
486,"Wes<sup>a</sup>_2",2,"Wes<sup>a</sup>","Cromer - none","Wes<sup>a</sup>","None - ""no published reports of association with HDFN""","Wes<sup>a</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
487,"WES<sup>b</sup>_2",2,"WES<sup>b</sup>","Cromer - none","WES<sup>b</sup>","None - ""no published reports of association with HDFN""","WES<sup>b</sup>","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
488,"UMC_2",2,"UMC","Cromer - none","UMC","None - ""no published reports of association with HDFN""","UMC","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
489,"GUTI_2",2,"GUTI","Cromer - none","GUTI","None - ""no published reports of association with HDFN""","GUTI","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
490,"SERF_2",2,"SERF","Cromer - none","SERF","None - ""no published reports of association with HDFN""","SERF","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
491,"ZENA_2",2,"ZENA","Cromer - none","ZENA","None - ""no published reports of association with HDFN""","ZENA","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
492,"CROV_2",2,"CROV","Cromer - none","CROV","None - ""no published reports of association with HDFN""","CROV","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
493,"CRAM_2",2,"CRAM","Cromer - none","CRAM","None - ""no published reports of association with HDFN""","CRAM","Cromer - none",0.170940170940171,"13, 14","p","https://en.wikipedia.org/wiki/Decay-accelerating_factor"
494,"Di<sup>a</sup>_2",2,"Di<sup>a</sup>","Diego - moderate","Di<sup>a</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Di<sup>a</sup>","Diego - moderate",0.320512820512821,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
495,"Di<sup>b</sup>_2",2,"Di<sup>b</sup>","Diego - moderate","Di<sup>b</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Di<sup>b</sup>","Diego - moderate",0.320512820512821,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
496,"Wr<sup>a</sup>_2",2,"Wr<sup>a</sup>","Diego - moderate","Wr<sup>a</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Wr<sup>a</sup>","Diego - moderate",0.320512820512821,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
497,"ELO_2",2,"ELO","Diego - moderate","ELO","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","ELO","Diego - moderate",0.320512820512821,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
498,"Wr<sup>b</sup>_2",2,"Wr<sup>b</sup>","Diego - none","Wr<sup>b</sup>","None - ""no published reports of association with HDFN""","Wr<sup>b</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
499,"Wd<sup>a</sup>_2",2,"Wd<sup>a</sup>","Diego - none","Wd<sup>a</sup>","None - ""no published reports of association with HDFN""","Wd<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
500,"Rb<sup>a</sup>_2",2,"Rb<sup>a</sup>","Diego - none","Rb<sup>a</sup>","None - ""no published reports of association with HDFN""","Rb<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
501,"WARR_2",2,"WARR","Diego - none","WARR","None - ""no published reports of association with HDFN""","WARR","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
502,"Wu_2",2,"Wu","Diego - none","Wu","None - ""no published reports of association with HDFN""","Wu","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
503,"Bp<sup>a</sup>_2",2,"Bp<sup>a</sup>","Diego - none","Bp<sup>a</sup>","None - ""no published reports of association with HDFN""","Bp<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
504,"Mo<sup>a</sup>_2",2,"Mo<sup>a</sup>","Diego - none","Mo<sup>a</sup>","None - ""no published reports of association with HDFN""","Mo<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
505,"Hg<sup>a</sup>_2",2,"Hg<sup>a</sup>","Diego - none","Hg<sup>a</sup>","None - ""no published reports of association with HDFN""","Hg<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
506,"Vg<sup>a</sup>_2",2,"Vg<sup>a</sup>","Diego - none","Vg<sup>a</sup>","None - ""no published reports of association with HDFN""","Vg<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
507,"Sw<sup>a</sup>_2",2,"Sw<sup>a</sup>","Diego - none","Sw<sup>a</sup>","None - ""no published reports of association with HDFN""","Sw<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
508,"BOW_2",2,"BOW","Diego - none","BOW","None - ""no published reports of association with HDFN""","BOW","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
509,"NFLD_2",2,"NFLD","Diego - none","NFLD","None - ""no published reports of association with HDFN""","NFLD","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
510,"Jn<sup>a</sup>_2",2,"Jn<sup>a</sup>","Diego - none","Jn<sup>a</sup>","None - ""no published reports of association with HDFN""","Jn<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
511,"KREP_2",2,"KREP","Diego - none","KREP","None - ""no published reports of association with HDFN""","KREP","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
512,"Tr<sup>a</sup>_2",2,"Tr<sup>a</sup>","Diego - none","Tr<sup>a</sup>","None - ""no published reports of association with HDFN""","Tr<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
513,"Fr<sup>a</sup>_2",2,"Fr<sup>a</sup>","Diego - none","Fr<sup>a</sup>","None - ""no published reports of association with HDFN""","Fr<sup>a</sup>","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
514,"SW1_2",2,"SW1","Diego - none","SW1","None - ""no published reports of association with HDFN""","SW1","Diego - none",0.0754147812971342,"2,3","p","https://en.wikipedia.org/wiki/Diego_antigen_system"
515,"Do<sup>a</sup>_2",2,"Do<sup>a</sup>","Dombrock - none","Do<sup>a</sup>","None - ""no published reports of association with HDFN""","Do<sup>a</sup>","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
516,"Do<sup>b</sup>_2",2,"Do<sup>b</sup>","Dombrock - none","Do<sup>b</sup>","None - ""no published reports of association with HDFN""","Do<sup>b</sup>","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
517,"Gy<sup>a</sup>_2",2,"Gy<sup>a</sup>","Dombrock - none","Gy<sup>a</sup>","None - ""no published reports of association with HDFN""","Gy<sup>a</sup>","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
518,"Hy_2",2,"Hy","Dombrock - none","Hy","None - ""no published reports of association with HDFN""","Hy","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
519,"Jo<sup>a</sup>_2",2,"Jo<sup>a</sup>","Dombrock - none","Jo<sup>a</sup>","None - ""no published reports of association with HDFN""","Jo<sup>a</sup>","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
520,"DOYA_2",2,"DOYA","Dombrock - none","DOYA","None - ""no published reports of association with HDFN""","DOYA","Dombrock - none",0.427350427350427,"11, 12","p","https://en.wikipedia.org/wiki/ART4"
521,"Fy<sup>b</sup>_2",2,"Fy<sup>b</sup>","Duffy - mild","Fy<sup>b</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Fy<sup>b</sup>","Duffy - mild",0.854700854700855,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
522,"Fy<sup>a</sup>_2",2,"Fy<sup>a</sup>","Duffy - moderate","Fy<sup>a</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Fy<sup>a</sup>","Duffy - moderate",0.854700854700855,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
523,"Fy3_2",2,"Fy3","Duffy - none","Fy3","None - ""no published reports of association with HDFN""","Fy3","Duffy - none",0.213675213675214,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
524,"Fy4_2",2,"Fy4","Duffy - none","Fy4","None - ""no published reports of association with HDFN""","Fy4","Duffy - none",0.213675213675214,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
525,"Fy5_2",2,"Fy5","Duffy - none","Fy5","None - ""no published reports of association with HDFN""","Fy5","Duffy - none",0.213675213675214,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
526,"Fy6_2",2,"Fy6","Duffy - none","Fy6","None - ""no published reports of association with HDFN""","Fy6","Duffy - none",0.213675213675214,"13, 81, 82, 84","p","https://en.wikipedia.org/wiki/Duffy_antigen_system"
527,"Er<sup>a</sup>_2",2,"Er<sup>a</sup>","Er - none","Er<sup>a</sup>","None - ""no published reports of association with HDFN""","Er<sup>a</sup>","Er - none",0.854700854700855,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
528,"Er<sup>b</sup>_2",2,"Er<sup>b</sup>","Er - none","Er<sup>b</sup>","None - ""no published reports of association with HDFN""","Er<sup>b</sup>","Er - none",0.854700854700855,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
529,"ABTI_2",2,"ABTI","Er - none","ABTI","None - ""no published reports of association with HDFN""","ABTI","Er - none",0.854700854700855,"5","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
530,"FOR_2",2,"FOR","Forssman - none","FOR","None - ""no published reports of association with HDFN""","FOR","Forssman - none",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Forssman_antigen"
531,"Ge3_2",2,"Ge3","Gerbich - moderate","Ge3","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Ge3","Gerbich - moderate",1.28205128205128,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
532,"Ge2_2",2,"Ge2","Gerbich - none","Ge2","None - ""no published reports of association with HDFN""","Ge2","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
533,"Ge4_2",2,"Ge4","Gerbich - none","Ge4","None - ""no published reports of association with HDFN""","Ge4","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
534,"Wb_2",2,"Wb","Gerbich - none","Wb","None - ""no published reports of association with HDFN""","Wb","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C#Gerbich_antigen"
535,"Lsa_2",2,"Lsa","Gerbich - none","Lsa","None - ""no published reports of association with HDFN""","Lsa","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C#Gerbich_antigen"
536,"Ana_2",2,"Ana","Gerbich - none","Ana","None - ""no published reports of association with HDFN""","Ana","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C#Gerbich_antigen"
537,"Dh<sup>a</sup>_2",2,"Dh<sup>a</sup>","Gerbich - none","Dh<sup>a</sup>","None - ""no published reports of association with HDFN""","Dh<sup>a</sup>","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C#Gerbich_antigen"
538,"GEIS_2",2,"GEIS","Gerbich - none","GEIS","None - ""no published reports of association with HDFN""","GEIS","Gerbich - none",0.183150183150183,"27, 29","p","https://en.wikipedia.org/wiki/Glycophorin_C"
539,"Gill_antigen_2",2,"Gill_antigen","Gill - none","Gill","None - ""no published reports of association with HDFN""","Gill","Gill - none",2.56410256410256,"11","p","https://en.wikipedia.org/wiki/Aquaporin_3"
540,"PP<sub>1</sub>P<sub>k</sub>_2",2,"PP<sub>1</sub>P<sub>k</sub>","Globoside - severe","PP<sub>1</sub>P<sub>k</sub>","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","PP<sub>1</sub>P<sub>k</sub>","Globoside - severe",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Globoside"
541,"H_antigen_2",2,"H_antigen","H - moderate","H","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","H","H - moderate",2.56410256410256,"1","li","https://en.wikipedia.org/wiki/H_antigen"
542,"At<sup>a</sup>_2",2,"At<sup>a</sup>","High_prevalence_antigen - mild","At<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","At<sup>a</sup>","High_prevalence_antigen - mild",1.28205128205128,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
543,"AnWj_2",2,"AnWj","High_prevalence_antigen - none","AnWj","None - ""no published reports of association with HDFN""","AnWj","High_prevalence_antigen - none",0.256410256410256,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
544,"Emm_2",2,"Emm","High_prevalence_antigen - none","Emm","None - ""no published reports of association with HDFN""","Emm","High_prevalence_antigen - none",0.256410256410256,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens#Er"
545,"MAM_2",2,"MAM","High_prevalence_antigen - none","MAM","None - ""no published reports of association with HDFN""","MAM","High_prevalence_antigen - none",0.256410256410256,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
546,"PEL_2",2,"PEL","High_prevalence_antigen - none","PEL","None - ""no published reports of association with HDFN""","PEL","High_prevalence_antigen - none",0.256410256410256,"7","p","https://en.wikipedia.org/wiki/Human_red_cell_antigens"
547,"Sd<sup>a</sup>_2",2,"Sd<sup>a</sup>","High_prevalence_antigen - none","Sd<sup>a</sup>","None - ""no published reports of association with HDFN""","Sd<sup>a</sup>","High_prevalence_antigen - none",0.256410256410256,"7","p","https://en.wikipedia.org/wiki/Sid_blood_group_system"
548,"I_antigen_2",2,"I_antigen","I - none","I","None - ""no published reports of association with HDFN""","I","I - none",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/Ii_antigen_system"
549,"i_2",2,"i","I - none","i","None - ""no published reports of association with HDFN""","i","I - none",1.28205128205128,"1","p","https://en.wikipedia.org/wiki/Ii_antigen_system"
550,"In<sup>a</sup>_2",2,"In<sup>a</sup>","Indian - none","In<sup>a</sup>","None - ""no published reports of association with HDFN""","In<sup>a</sup>","Indian - none",0.641025641025641,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
551,"In<sup>b</sup>_2",2,"In<sup>b</sup>","Indian - none","In<sup>b</sup>","None - ""no published reports of association with HDFN""","In<sup>b</sup>","Indian - none",0.641025641025641,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
552,"INFI_2",2,"INFI","Indian - none","INFI","None - ""no published reports of association with HDFN""","INFI","Indian - none",0.641025641025641,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
553,"INJA_2",2,"INJA","Indian - none","INJA","None - ""no published reports of association with HDFN""","INJA","Indian - none",0.641025641025641,"1","p","https://en.wikipedia.org/wiki/Indian_blood_group_system"
554,"JMH_2",2,"JMH","John_Milton - none","JMH","None - ""no published reports of association with HDFN""","JMH","John_Milton - none",0.512820512820513,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
555,"JMHK_2",2,"JMHK","John_Milton - none","JMHK","None - ""no published reports of association with HDFN""","JMHK","John_Milton - none",0.512820512820513,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
556,"JMHL_2",2,"JMHL","John_Milton - none","JMHL","None - ""no published reports of association with HDFN""","JMHL","John_Milton - none",0.512820512820513,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
557,"JMHG_2",2,"JMHG","John_Milton - none","JMHG","None - ""no published reports of association with HDFN""","JMHG","John_Milton - none",0.512820512820513,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
558,"JMHM_2",2,"JMHM","John_Milton - none","JMHM","None - ""no published reports of association with HDFN""","JMHM","John_Milton - none",0.512820512820513,"13","p","https://en.wikipedia.org/wiki/SEMA7A"
559,"Jr<sup>a</sup>_2",2,"Jr<sup>a</sup>","Junior - mild","Jr<sup>a</sup><br>(mild,<br>rare:severe)","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Jr<sup>a</sup>","Junior - mild",2.56410256410256,"1","p","https://en.wikipedia.org/wiki/Junior_blood_group_system"
560,"Kp<sup>a</sup>_2",2,"Kp<sup>a</sup>","Kell - mild","Kp<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Kp<sup>a</sup>","Kell - mild",0.213675213675214,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
561,"Js<sup>a</sup>_2",2,"Js<sup>a</sup>","Kell - mild","Js<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Js<sup>a</sup>","Kell - mild",0.213675213675214,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
562,"Ul<sup>a</sup>_2",2,"Ul<sup>a</sup>","Kell - mild","Ul<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Ul<sup>a</sup>","Kell - mild",0.213675213675214,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
563,"Kp<sup>b</sup>_2",2,"Kp<sup>b</sup>","Kell - moderate","Kp<sup>b</sup>","Moderate - ""published reports of need for exchange transfusion in neonatal life.""","Kp<sup>b</sup>","Kell - moderate",0.641025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
564,"K11_2",2,"K11","Kell - none","K11","None - ""no published reports of association with HDFN""","K11","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
565,"K12_2",2,"K12","Kell - none","K12","None - ""no published reports of association with HDFN""","K12","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
566,"K13_2",2,"K13","Kell - none","K13","None - ""no published reports of association with HDFN""","K13","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
567,"K14_2",2,"K14","Kell - none","K14","None - ""no published reports of association with HDFN""","K14","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
568,"K15_2",2,"K15","Kell - none","K15","None - ""no published reports of association with HDFN""","K15","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
569,"K16_2",2,"K16","Kell - none","K16","None - ""no published reports of association with HDFN""","K16","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
570,"K17_2",2,"K17","Kell - none","K17","None - ""no published reports of association with HDFN""","K17","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
571,"K18_2",2,"K18","Kell - none","K18","None - ""no published reports of association with HDFN""","K18","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
572,"K19_2",2,"K19","Kell - none","K19","None - ""no published reports of association with HDFN""","K19","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
573,"K20_2",2,"K20","Kell - none","K20","None - ""no published reports of association with HDFN""","K20","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
574,"K21_2",2,"K21","Kell - none","K21","None - ""no published reports of association with HDFN""","K21","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
575,"K23_2",2,"K23","Kell - none","K23","None - ""no published reports of association with HDFN""","K23","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
576,"K24_2",2,"K24","Kell - none","K24","None - ""no published reports of association with HDFN""","K24","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
577,"VLAN_2",2,"VLAN","Kell - none","VLAN","None - ""no published reports of association with HDFN""","VLAN","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
578,"TOU_2",2,"TOU","Kell - none","TOU","None - ""no published reports of association with HDFN""","TOU","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
579,"RAZ_2",2,"RAZ","Kell - none","RAZ","None - ""no published reports of association with HDFN""","RAZ","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
580,"KUCI_2",2,"KUCI","Kell - none","KUCI","None - ""no published reports of association with HDFN""","KUCI","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
581,"KANT_2",2,"KANT","Kell - none","KANT","None - ""no published reports of association with HDFN""","KANT","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
582,"KASH_2",2,"KASH","Kell - none","KASH","None - ""no published reports of association with HDFN""","KASH","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
583,"VONG_2",2,"VONG","Kell - none","VONG","None - ""no published reports of association with HDFN""","VONG","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
584,"KALT_2",2,"KALT","Kell - none","KALT","None - ""no published reports of association with HDFN""","KALT","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
585,"KTIM_2",2,"KTIM","Kell - none","KTIM","None - ""no published reports of association with HDFN""","KTIM","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
586,"KYO_2",2,"KYO","Kell - none","KYO","None - ""no published reports of association with HDFN""","KYO","Kell - none",0.0278706800445931,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
587,"K_2",2,"K","Kell - severe","K","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","K","Kell - severe",0.16025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
588,"k_2",2,"k","Kell - severe","k","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","k","Kell - severe",0.16025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
589,"Ku_2",2,"Ku","Kell - severe","Ku","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","Ku","Kell - severe",0.16025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
590,"Js<sup>b</sup>_2",2,"Js<sup>b</sup>","Kell - severe","Js<sup>b</sup>","Severe - ""published reports of hydrops fetalis or need for intrauterine transfusions.""","Js<sup>b</sup>","Kell - severe",0.16025641025641,"1, 5, 6","p","https://en.wikipedia.org/wiki/Kell_antigen_system"
591,"Jk<sup>a</sup>_2",2,"Jk<sup>a</sup>","Kidd - mild","Jk<sup>a</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Jk<sup>a</sup>","Kidd - mild",0.854700854700855,"1, 2, 16","p","https://en.wikipedia.org/wiki/Kidd_antigen_system"
592,"Jk<sup>b</sup>_2",2,"Jk<sup>b</sup>","Kidd - mild","Jk<sup>b</sup>","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Jk<sup>b</sup>","Kidd - mild",0.854700854700855,"1, 2, 16","p","https://en.wikipedia.org/wiki/Kidd_antigen_system"
593,"Jk3_2",2,"Jk3","Kidd - mild","Jk3","Mild - ""published reports of need for bililight therapy or simple transfusion in neonatal life""","Jk3","Kidd - mild",0.854700854700855,"1, 2, 16","p","https://en.wikipedia.org/wiki/Kidd_antigen_system"
594,"Kn<sup>a</sup>_2",2,"Kn<sup>a</sup>","Knops - none","Kn<sup>a</sup>","None - ""no published reports of association with HDFN""","Kn<sup>a</sup>","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
595,"Kn<sup>b</sup>_2",2,"Kn<sup>b</sup>","Knops - none","Kn<sup>b</sup>","None - ""no published reports of association with HDFN""","Kn<sup>b</sup>","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
596,"McC<sup>a</sup>_2",2,"McC<sup>a</sup>","Knops - none","McC<sup>a</sup>","None - ""no published reports of association with HDFN""","McC<sup>a</sup>","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
597,"SI1_2",2,"SI1","Knops - none","SI1","None - ""no published reports of association with HDFN""","SI1","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
598,"Yk<sup>a</sup>_2",2,"Yk<sup>a</sup>","Knops - none","Yk<sup>a</sup>","None - ""no published reports of association with HDFN""","Yk<sup>a</sup>","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
599,"SI2_2",2,"SI2","Knops - none","SI2","None - ""no published reports of association with HDFN""","SI2","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
600,"SI3_2",2,"SI3","Knops - none","SI3","None - ""no published reports of association with HDFN""","SI3","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
601,"KCAM_2",2,"KCAM","Knops - none","KCAM","None - ""no published reports of association with HDFN""","KCAM","Knops - none",0.320512820512821,"1, 27, 28","p","https://en.wikipedia.org/wiki/Complement_receptor_1"
